credito_id,numero_pago,fecha,saldo_inicial_centavos,capital_centavos,interes_centavos,iva_interes_centavos,mensualidad_centavos,saldo_final_centavos,estatus,fecha_pago
cred_beto_nomina,25,2026-12-20,2589831,188719,53739,8598,251056,2401112,pendiente,
cred_beto_nomina,26,2027-01-20,2401112,193261,49823,7972,251056,2207851,pendiente,
cred_beto_nomina,27,2027-02-20,2207851,197913,45813,7330,251056,2009938,pendiente,
cred_beto_nomina,28,2027-03-20,2009938,202677,41706,6673,251056,1807261,pendiente,
cred_beto_nomina,29,2027-04-20,1807261,207555,37501,6000,251056,1599706,pendiente,
cred_beto_nomina,30,2027-05-20,1599706,212551,33194,5311,251056,1387155,pendiente,
cred_beto_nomina,31,2027-06-20,1387155,217668,28783,4605,251056,1169487,pendiente,
cred_beto_nomina,32,2027-07-20,1169487,222906,24267,3883,251056,946581,pendiente,
cred_beto_nomina,33,2027-08-20,946581,228271,19642,3143,251056,718310,pendiente,
cred_beto_nomina,34,2027-09-20,718310,233766,14905,2385,251056,484544,pendiente,
cred_beto_nomina,35,2027-10-20,484544,239393,10054,1609,251056,245151,pendiente,
cred_beto_nomina,36,2027-11-20,245151,245151,5087,814,251052,0,pendiente,
cred_carmen_hipotecario,1,2018-05-10,165000000,152858,1498750,239800,1891408,164847142,pagado,2018-05-10
cred_carmen_hipotecario,2,2018-06-10,164847142,154468,1497362,239578,1891408,164692674,pagado,2018-06-10
cred_carmen_hipotecario,3,2018-07-10,164692674,156097,1495958,239353,1891408,164536577,pagado,2018-07-10
cred_carmen_hipotecario,4,2018-08-10,164536577,157740,1494541,239127,1891408,164378837,pagado,2018-08-10
cred_carmen_hipotecario,5,2018-09-10,164378837,159403,1493108,238897,1891408,164219434,pagado,2018-09-10
cred_carmen_hipotecario,6,2018-10-10,164219434,161082,1491660,238666,1891408,164058352,pagado,2018-10-10
cred_carmen_hipotecario,7,2018-11-10,164058352,162779,1490197,238432,1891408,163895573,pagado,2018-11-10
cred_carmen_hipotecario,8,2018-12-10,163895573,164495,1488718,238195,1891408,163731078,pagado,2018-12-10
cred_carmen_hipotecario,9,2019-01-10,163731078,166228,1487224,237956,1891408,163564850,pagado,2019-01-10
cred_carmen_hipotecario,10,2019-02-10,163564850,167980,1485714,237714,1891408,163396870,pagado,2019-02-10
cred_carmen_hipotecario,11,2019-03-10,163396870,169750,1484188,237470,1891408,163227120,pagado,2019-03-10
cred_carmen_hipotecario,12,2019-04-10,163227120,171539,1482646,237223,1891408,163055581,pagado,2019-04-10
cred_carmen_hipotecario,13,2019-05-10,163055581,173346,1481088,236974,1891408,162882235,pagado,2019-05-10
cred_carmen_hipotecario,14,2019-06-10,162882235,175172,1479514,236722,1891408,162707063,pagado,2019-06-10
cred_carmen_hipotecario,15,2019-07-10,162707063,177018,1477922,236468,1891408,162530045,pagado,2019-07-10
cred_carmen_hipotecario,16,2019-08-10,162530045,178883,1476315,236210,1891408,162351162,pagado,2019-08-10
cred_carmen_hipotecario,17,2019-09-10,162351162,180768,1474690,235950,1891408,162170394,pagado,2019-09-10
cred_carmen_hipotecario,18,2019-10-10,162170394,182672,1473048,235688,1891408,161987722,pagado,2019-10-10
cred_carmen_hipotecario,19,2019-11-10,161987722,184598,1471388,235422,1891408,161803124,pagado,2019-11-10
cred_carmen_hipotecario,20,2019-12-10,161803124,186542,1469712,235154,1891408,161616582,pagado,2019-12-10
cred_carmen_hipotecario,21,2020-01-10,161616582,188508,1468017,234883,1891408,161428074,pagado,2020-01-10
cred_carmen_hipotecario,22,2020-02-10,161428074,190494,1466305,234609,1891408,161237580,pagado,2020-02-10
cred_carmen_hipotecario,23,2020-03-10,161237580,192501,1464575,234332,1891408,161045079,pagado,2020-03-10
cred_carmen_hipotecario,24,2020-04-10,161045079,194530,1462826,234052,1891408,160850549,pagado,2020-04-10
cred_carmen_hipotecario,25,2020-05-10,160850549,196580,1461059,233769,1891408,160653969,pagado,2020-05-10
cred_carmen_hipotecario,26,2020-06-10,160653969,198650,1459274,233484,1891408,160455319,pagado,2020-06-10
cred_carmen_hipotecario,27,2020-07-10,160455319,200744,1457469,233195,1891408,160254575,pagado,2020-07-10
cred_carmen_hipotecario,28,2020-08-10,160254575,202859,1455646,232903,1891408,160051716,pagado,2020-08-10
cred_carmen_hipotecario,29,2020-09-10,160051716,204997,1453803,232608,1891408,159846719,pagado,2020-09-10
cred_carmen_hipotecario,30,2020-10-10,159846719,207156,1451941,232311,1891408,159639563,pagado,2020-10-10
cred_carmen_hipotecario,31,2020-11-10,159639563,209340,1450059,232009,1891408,159430223,pagado,2020-11-10
cred_carmen_hipotecario,32,2020-12-10,159430223,211545,1448158,231705,1891408,159218678,pagado,2020-12-10
cred_carmen_hipotecario,33,2021-01-10,159218678,213774,1446236,231398,1891408,159004904,pagado,2021-01-10
cred_carmen_hipotecario,34,2021-02-10,159004904,216026,1444295,231087,1891408,158788878,pagado,2021-02-10
cred_carmen_hipotecario,35,2021-03-10,158788878,218303,1442332,230773,1891408,158570575,pagado,2021-03-10
cred_carmen_hipotecario,36,2021-04-10,158570575,220603,1440349,230456,1891408,158349972,pagado,2021-04-10
cred_carmen_hipotecario,37,2021-05-10,158349972,222927,1438346,230135,1891408,158127045,pagado,2021-05-10
cred_carmen_hipotecario,38,2021-06-10,158127045,225276,1436321,229811,1891408,157901769,pagado,2021-06-10
cred_carmen_hipotecario,39,2021-07-10,157901769,227650,1434274,229484,1891408,157674119,pagado,2021-07-10
cred_carmen_hipotecario,40,2021-08-10,157674119,230048,1432207,229153,1891408,157444071,pagado,2021-08-10
cred_carmen_hipotecario,41,2021-09-10,157444071,232472,1430117,228819,1891408,157211599,pagado,2021-09-10
cred_carmen_hipotecario,42,2021-10-10,157211599,234922,1428005,228481,1891408,156976677,pagado,2021-10-10
cred_carmen_hipotecario,43,2021-11-10,156976677,237398,1425871,228139,1891408,156739279,pagado,2021-11-10
cred_carmen_hipotecario,44,2021-12-10,156739279,239899,1423715,227794,1891408,156499380,pagado,2021-12-10
cred_carmen_hipotecario,45,2022-01-10,156499380,242426,1421536,227446,1891408,156256954,pagado,2022-01-10
cred_carmen_hipotecario,46,2022-02-10,156256954,244981,1419334,227093,1891408,156011973,pagado,2022-02-10
cred_carmen_hipotecario,47,2022-03-10,156011973,247562,1417109,226737,1891408,155764411,pagado,2022-03-10
cred_carmen_hipotecario,48,2022-04-10,155764411,250170,1414860,226378,1891408,155514241,pagado,2022-04-10
cred_carmen_hipotecario,49,2022-05-10,155514241,252806,1412588,226014,1891408,155261435,pagado,2022-05-10
cred_carmen_hipotecario,50,2022-06-10,155261435,255470,1410291,225647,1891408,155005965,pagado,2022-06-10
cred_carmen_hipotecario,51,2022-07-10,155005965,258162,1407971,225275,1891408,154747803,pagado,2022-07-10
cred_carmen_hipotecario,52,2022-08-10,154747803,260882,1405626,224900,1891408,154486921,pagado,2022-08-10
cred_carmen_hipotecario,53,2022-09-10,154486921,263631,1403256,224521,1891408,154223290,pagado,2022-09-10
cred_carmen_hipotecario,54,2022-10-10,154223290,266408,1400862,224138,1891408,153956882,pagado,2022-10-10
cred_carmen_hipotecario,55,2022-11-10,153956882,269215,1398442,223751,1891408,153687667,pagado,2022-11-10
cred_carmen_hipotecario,56,2022-12-10,153687667,272053,1395996,223359,1891408,153415614,pagado,2022-12-10
cred_carmen_hipotecario,57,2023-01-10,153415614,274919,1393525,222964,1891408,153140695,pagado,2023-01-10
cred_carmen_hipotecario,58,2023-02-10,153140695,277816,1391028,222564,1891408,152862879,pagado,2023-02-10
cred_carmen_hipotecario,59,2023-03-10,152862879,280743,1388504,222161,1891408,152582136,pagado,2023-03-10
cred_carmen_hipotecario,60,2023-04-10,152582136,283701,1385954,221753,1891408,152298435,pagado,2023-04-10
cred_carmen_hipotecario,61,2023-05-10,152298435,286691,1383377,221340,1891408,152011744,pagado,2023-05-10
cred_carmen_hipotecario,62,2023-06-10,152011744,289711,1380773,220924,1891408,151722033,pagado,2023-06-10
cred_carmen_hipotecario,63,2023-07-10,151722033,292763,1378142,220503,1891408,151429270,pagado,2023-07-10
cred_carmen_hipotecario,64,2023-08-10,151429270,295848,1375483,220077,1891408,151133422,pagado,2023-08-10
cred_carmen_hipotecario,65,2023-09-10,151133422,298966,1372795,219647,1891408,150834456,pagado,2023-09-10
cred_carmen_hipotecario,66,2023-10-10,150834456,302115,1370080,219213,1891408,150532341,pagado,2023-10-10
cred_carmen_hipotecario,67,2023-11-10,150532341,305299,1367335,218774,1891408,150227042,pagado,2023-11-10
cred_carmen_hipotecario,68,2023-12-10,150227042,308516,1364562,218330,1891408,149918526,pagado,2023-12-10
cred_carmen_hipotecario,69,2024-01-10,149918526,311766,1361760,217882,1891408,149606760,pagado,2024-01-10
cred_carmen_hipotecario,70,2024-02-10,149606760,315052,1358928,217428,1891408,149291708,pagado,2024-02-10
cred_carmen_hipotecario,71,2024-03-10,149291708,318371,1356066,216971,1891408,148973337,pagado,2024-03-10
cred_carmen_hipotecario,72,2024-04-10,148973337,321726,1353174,216508,1891408,148651611,pagado,2024-04-10
cred_carmen_hipotecario,73,2024-05-10,148651611,325116,1350252,216040,1891408,148326495,pagado,2024-05-10
cred_carmen_hipotecario,74,2024-06-10,148326495,328541,1347299,215568,1891408,147997954,pagado,2024-06-10
cred_carmen_hipotecario,75,2024-07-10,147997954,332003,1344315,215090,1891408,147665951,pagado,2024-07-10
cred_carmen_hipotecario,76,2024-08-10,147665951,335501,1341299,214608,1891408,147330450,pagado,2024-08-10
cred_carmen_hipotecario,77,2024-09-10,147330450,339036,1338252,214120,1891408,146991414,pagado,2024-09-10
cred_carmen_hipotecario,78,2024-10-10,146991414,342608,1335172,213628,1891408,146648806,pagado,2024-10-10
cred_carmen_hipotecario,79,2024-11-10,146648806,346218,1332060,213130,1891408,146302588,pagado,2024-11-10
cred_carmen_hipotecario,80,2024-12-10,146302588,349867,1328915,212626,1891408,145952721,pagado,2024-12-10
cred_carmen_hipotecario,81,2025-01-10,145952721,353553,1325737,212118,1891408,145599168,pagado,2025-01-10
cred_carmen_hipotecario,82,2025-02-10,145599168,357278,1322526,211604,1891408,145241890,pagado,2025-02-10
cred_carmen_hipotecario,83,2025-03-10,145241890,361042,1319281,211085,1891408,144880848,pagado,2025-03-10
cred_carmen_hipotecario,84,2025-04-10,144880848,364847,1316001,210560,1891408,144516001,pagado,2025-04-10
cred_carmen_hipotecario,85,2025-05-10,144516001,368691,1312687,210030,1891408,144147310,pagado,2025-05-10
cred_carmen_hipotecario,86,2025-06-10,144147310,372576,1309338,209494,1891408,143774734,pagado,2025-06-10
cred_carmen_hipotecario,87,2025-07-10,143774734,376501,1305954,208953,1891408,143398233,pagado,2025-07-10
cred_carmen_hipotecario,88,2025-08-10,143398233,380469,1302534,208405,1891408,143017764,pagado,2025-08-10
cred_carmen_hipotecario,89,2025-09-10,143017764,384478,1299078,207852,1891408,142633286,pagado,2025-09-10
cred_carmen_hipotecario,90,2025-10-10,142633286,388528,1295586,207294,1891408,142244758,pagado,2025-10-10
cred_carmen_hipotecario,91,2025-11-10,142244758,392622,1292057,206729,1891408,141852136,pagado,2025-11-10
cred_carmen_hipotecario,92,2025-12-10,141852136,396760,1288490,206158,1891408,141455376,pagado,2025-12-10
cred_carmen_hipotecario,93,2026-01-10,141455376,400940,1284886,205582,1891408,141054436,pagado,2026-01-10
cred_carmen_hipotecario,94,2026-02-10,141054436,405165,1281244,204999,1891408,140649271,pagado,2026-02-10
cred_carmen_hipotecario,95,2026-03-10,140649271,409434,1277564,204410,1891408,140239837,pagado,2026-03-10
cred_carmen_hipotecario,96,2026-04-10,140239837,413748,1273845,203815,1891408,139826089,pagado,2026-04-10
cred_carmen_hipotecario,97,2026-05-10,139826089,418107,1270087,203214,1891408,139407982,pagado,2026-05-10
cred_carmen_hipotecario,98,2026-06-10,139407982,422513,1266289,202606,1891408,138985469,pagado,2026-06-10
cred_carmen_hipotecario,99,2026-07-10,138985469,426965,1262451,201992,1891408,138558504,vencido,
cred_carmen_hipotecario,100,2026-08-10,138558504,431463,1258573,201372,1891408,138127041,vencido,
cred_carmen_hipotecario,101,2026-09-10,138127041,436009,1254654,200745,1891408,137691032,vencido,
cred_carmen_hipotecario,102,2026-10-10,137691032,440603,1250694,200111,1891408,137250429,pendiente,
cred_carmen_hipotecario,103,2026-11-10,137250429,445246,1246691,199471,1891408,136805183,pendiente,
cred_carmen_hipotecario,104,2026-12-10,136805183,449937,1242647,198824,1891408,136355246,pendiente,
cred_carmen_hipotecario,105,2027-01-10,136355246,454678,1238560,198170,1891408,135900568,pendiente,
cred_carmen_hipotecario,106,2027-02-10,135900568,459469,1234430,197509,1891408,135441099,pendiente,
cred_carmen_hipotecario,107,2027-03-10,135441099,464310,1230257,196841,1891408,134976789,pendiente,
cred_carmen_hipotecario,108,2027-04-10,134976789,469203,1226039,196166,1891408,134507586,pendiente,
cred_carmen_hipotecario,109,2027-05-10,134507586,474147,1221777,195484,1891408,134033439,pendiente,
cred_carmen_hipotecario,110,2027-06-10,134033439,479143,1217470,194795,1891408,133554296,pendiente,
cred_carmen_hipotecario,111,2027-07-10,133554296,484191,1213118,194099,1891408,133070105,pendiente,
cred_carmen_hipotecario,112,2027-08-10,133070105,489293,1208720,193395,1891408,132580812,pendiente,
cred_carmen_hipotecario,113,2027-09-10,132580812,494448,1204276,192684,1891408,132086364,pendiente,
cred_carmen_hipotecario,114,2027-10-10,132086364,499659,1199784,191965,1891408,131586705,pendiente,
cred_carmen_hipotecario,115,2027-11-10,131586705,504923,1195246,191239,1891408,131081782,pendiente,
cred_carmen_hipotecario,116,2027-12-10,131081782,510242,1190660,190506,1891408,130571540,pendiente,
cred_carmen_hipotecario,117,2028-01-10,130571540,515619,1186025,189764,1891408,130055921,pendiente,
cred_carmen_hipotecario,118,2028-02-10,130055921,521052,1181341,189015,1891408,129534869,pendiente,
cred_carmen_hipotecario,119,2028-03-10,129534869,526543,1176608,188257,1891408,129008326,pendiente,
cred_carmen_hipotecario,120,2028-04-10,129008326,532090,1171826,187492,1891408,128476236,pendiente,
cred_carmen_hipotecario,121,2028-05-10,128476236,537697,1166992,186719,1891408,127938539,pendiente,
cred_carmen_hipotecario,122,2028-06-10,127938539,543363,1162108,185937,1891408,127395176,pendiente,
cred_carmen_hipotecario,123,2028-07-10,127395176,549087,1157173,185148,1891408,126846089,pendiente,
cred_carmen_hipotecario,124,2028-08-10,126846089,554873,1152185,184350,1891408,126291216,pendiente,
cred_carmen_hipotecario,125,2028-09-10,126291216,560720,1147145,183543,1891408,125730496,pendiente,
cred_carmen_hipotecario,126,2028-10-10,125730496,566628,1142052,182728,1891408,125163868,pendiente,
cred_carmen_hipotecario,127,2028-11-10,125163868,572598,1136905,181905,1891408,124591270,pendiente,
cred_carmen_hipotecario,128,2028-12-10,124591270,578631,1131704,181073,1891408,124012639,pendiente,
cred_carmen_hipotecario,129,2029-01-10,124012639,584728,1126448,180232,1891408,123427911,pendiente,
cred_carmen_hipotecario,130,2029-02-10,123427911,590889,1121137,179382,1891408,122837022,pendiente,
cred_carmen_hipotecario,131,2029-03-10,122837022,597115,1115770,178523,1891408,122239907,pendiente,
cred_carmen_hipotecario,132,2029-04-10,122239907,603407,1110346,177655,1891408,121636500,pendiente,
cred_carmen_hipotecario,133,2029-05-10,121636500,609765,1104865,176778,1891408,121026735,pendiente,
cred_carmen_hipotecario,134,2029-06-10,121026735,616190,1099326,175892,1891408,120410545,pendiente,
cred_carmen_hipotecario,135,2029-07-10,120410545,622682,1093729,174997,1891408,119787863,pendiente,
cred_carmen_hipotecario,136,2029-08-10,119787863,629243,1088073,174092,1891408,119158620,pendiente,
cred_carmen_hipotecario,137,2029-09-10,119158620,635874,1082357,173177,1891408,118522746,pendiente,
cred_carmen_hipotecario,138,2029-10-10,118522746,642573,1076582,172253,1891408,117880173,pendiente,
cred_carmen_hipotecario,139,2029-11-10,117880173,649344,1070745,171319,1891408,117230829,pendiente,
cred_carmen_hipotecario,140,2029-12-10,117230829,656185,1064847,170376,1891408,116574644,pendiente,
cred_carmen_hipotecario,141,2030-01-10,116574644,663100,1058886,169422,1891408,115911544,pendiente,
cred_carmen_hipotecario,142,2030-02-10,115911544,670087,1052863,168458,1891408,115241457,pendiente,
cred_carmen_hipotecario,143,2030-03-10,115241457,677147,1046777,167484,1891408,114564310,pendiente,
cred_carmen_hipotecario,144,2030-04-10,114564310,684282,1040626,166500,1891408,113880028,pendiente,
cred_carmen_hipotecario,145,2030-05-10,113880028,691492,1034410,165506,1891408,113188536,pendiente,
cred_carmen_hipotecario,146,2030-06-10,113188536,698778,1028129,164501,1891408,112489758,pendiente,
cred_carmen_hipotecario,147,2030-07-10,112489758,706141,1021782,163485,1891408,111783617,pendiente,
cred_carmen_hipotecario,148,2030-08-10,111783617,713581,1015368,162459,1891408,111070036,pendiente,
cred_carmen_hipotecario,149,2030-09-10,111070036,721100,1008886,161422,1891408,110348936,pendiente,
cred_carmen_hipotecario,150,2030-10-10,110348936,728698,1002336,160374,1891408,109620238,pendiente,
cred_carmen_hipotecario,151,2030-11-10,109620238,736376,995717,159315,1891408,108883862,pendiente,
cred_carmen_hipotecario,152,2030-12-10,108883862,744136,989028,158244,1891408,108139726,pendiente,
cred_carmen_hipotecario,153,2031-01-10,108139726,751976,982269,157163,1891408,107387750,pendiente,
cred_carmen_hipotecario,154,2031-02-10,107387750,759899,975439,156070,1891408,106627851,pendiente,
cred_carmen_hipotecario,155,2031-03-10,106627851,767906,968536,154966,1891408,105859945,pendiente,
cred_carmen_hipotecario,156,2031-04-10,105859945,775997,961561,153850,1891408,105083948,pendiente,
cred_carmen_hipotecario,157,2031-05-10,105083948,784173,954513,152722,1891408,104299775,pendiente,
cred_carmen_hipotecario,158,2031-06-10,104299775,792436,947390,151582,1891408,103507339,pendiente,
cred_carmen_hipotecario,159,2031-07-10,103507339,800785,940192,150431,1891408,102706554,pendiente,
cred_carmen_hipotecario,160,2031-08-10,102706554,809223,932918,149267,1891408,101897331,pendiente,
cred_carmen_hipotecario,161,2031-09-10,101897331,817750,925567,148091,1891408,101079581,pendiente,
cred_carmen_hipotecario,162,2031-10-10,101079581,826366,918140,146902,1891408,100253215,pendiente,
cred_carmen_hipotecario,163,2031-11-10,100253215,835074,910633,145701,1891408,99418141,pendiente,
cred_carmen_hipotecario,164,2031-12-10,99418141,843872,903048,144488,1891408,98574269,pendiente,
cred_carmen_hipotecario,165,2032-01-10,98574269,852764,895383,143261,1891408,97721505,pendiente,
cred_carmen_hipotecario,166,2032-02-10,97721505,861749,887637,142022,1891408,96859756,pendiente,
cred_carmen_hipotecario,167,2032-03-10,96859756,870830,879809,140769,1891408,95988926,pendiente,
cred_carmen_hipotecario,168,2032-04-10,95988926,880005,871899,139504,1891408,95108921,pendiente,
cred_carmen_hipotecario,169,2032-05-10,95108921,889277,863906,138225,1891408,94219644,pendiente,
cred_carmen_hipotecario,170,2032-06-10,94219644,898648,855828,136932,1891408,93320996,pendiente,
cred_carmen_hipotecario,171,2032-07-10,93320996,908115,847666,135627,1891408,92412881,pendiente,
cred_carmen_hipotecario,172,2032-08-10,92412881,917684,839417,134307,1891408,91495197,pendiente,
cred_carmen_hipotecario,173,2032-09-10,91495197,927354,831081,132973,1891408,90567843,pendiente,
cred_carmen_hipotecario,174,2032-10-10,90567843,937125,822658,131625,1891408,89630718,pendiente,
cred_carmen_hipotecario,175,2032-11-10,89630718,946999,814146,130263,1891408,88683719,pendiente,
cred_carmen_hipotecario,176,2032-12-10,88683719,956977,805544,128887,1891408,87726742,pendiente,
cred_carmen_hipotecario,177,2033-01-10,87726742,967061,796851,127496,1891408,86759681,pendiente,
cred_carmen_hipotecario,178,2033-02-10,86759681,977250,788067,126091,1891408,85782431,pendiente,
cred_carmen_hipotecario,179,2033-03-10,85782431,987548,779190,124670,1891408,84794883,pendiente,
cred_carmen_hipotecario,180,2033-04-10,84794883,997953,770220,123235,1891408,83796930,pendiente,
cred_carmen_hipotecario,181,2033-05-10,83796930,1008468,761155,121785,1891408,82788462,pendiente,
cred_carmen_hipotecario,182,2033-06-10,82788462,1019094,751995,120319,1891408,81769368,pendiente,
cred_carmen_hipotecario,183,2033-07-10,81769368,1029832,742738,118838,1891408,80739536,pendiente,
cred_carmen_hipotecario,184,2033-08-10,80739536,1040683,733384,117341,1891408,79698853,pendiente,
cred_carmen_hipotecario,185,2033-09-10,79698853,1051648,723931,115829,1891408,78647205,pendiente,
cred_carmen_hipotecario,186,2033-10-10,78647205,1062728,714379,114301,1891408,77584477,pendiente,
cred_carmen_hipotecario,187,2033-11-10,77584477,1073926,704726,112756,1891408,76510551,pendiente,
cred_carmen_hipotecario,188,2033-12-10,76510551,1085242,694971,111195,1891408,75425309,pendiente,
cred_carmen_hipotecario,189,2034-01-10,75425309,1096677,685113,109618,1891408,74328632,pendiente,
cred_carmen_hipotecario,190,2034-02-10,74328632,1108232,675152,108024,1891408,73220400,pendiente,
cred_carmen_hipotecario,191,2034-03-10,73220400,1119909,665085,106414,1891408,72100491,pendiente,
cred_carmen_hipotecario,192,2034-04-10,72100491,1131709,654913,104786,1891408,70968782,pendiente,
cred_carmen_hipotecario,193,2034-05-10,70968782,1143634,644633,103141,1891408,69825148,pendiente,
cred_carmen_hipotecario,194,2034-06-10,69825148,1155684,634245,101479,1891408,68669464,pendiente,
cred_carmen_hipotecario,195,2034-07-10,68669464,1167860,623748,99800,1891408,67501604,pendiente,
cred_carmen_hipotecario,196,2034-08-10,67501604,1180166,613140,98102,1891408,66321438,pendiente,
cred_carmen_hipotecario,197,2034-09-10,66321438,1192601,602420,96387,1891408,65128837,pendiente,
cred_carmen_hipotecario,198,2034-10-10,65128837,1205167,591587,94654,1891408,63923670,pendiente,
cred_carmen_hipotecario,199,2034-11-10,63923670,1217866,580640,92902,1891408,62705804,pendiente,
cred_carmen_hipotecario,200,2034-12-10,62705804,1230698,569578,91132,1891408,61475106,pendiente,
cred_carmen_hipotecario,201,2035-01-10,61475106,1243665,558399,89344,1891408,60231441,pendiente,
cred_carmen_hipotecario,202,2035-02-10,60231441,1256770,547102,87536,1891408,58974671,pendiente,
cred_carmen_hipotecario,203,2035-03-10,58974671,1270011,535687,85710,1891408,57704660,pendiente,
cred_carmen_hipotecario,204,2035-04-10,57704660,1283393,524151,83864,1891408,56421267,pendiente,
cred_carmen_hipotecario,205,2035-05-10,56421267,1296916,512493,81999,1891408,55124351,pendiente,
cred_carmen_hipotecario,206,2035-06-10,55124351,1310581,500713,80114,1891408,53813770,pendiente,
cred_carmen_hipotecario,207,2035-07-10,53813770,1324391,488808,78209,1891408,52489379,pendiente,
cred_carmen_hipotecario,208,2035-08-10,52489379,1338344,476779,76285,1891408,51151035,pendiente,
cred_carmen_hipotecario,209,2035-09-10,51151035,1352446,464622,74340,1891408,49798589,pendiente,
cred_carmen_hipotecario,210,2035-10-10,49798589,1366697,452337,72374,1891408,48431892,pendiente,
cred_carmen_hipotecario,211,2035-11-10,48431892,1381097,439923,70388,1891408,47050795,pendiente,
