instrumento_id,fecha,precio_cierre_centavos,variacion_pct
inst_bondia,2026-03-02,256746,0.001935
inst_bondia,2026-03-09,257172,0.001659
inst_bondia,2026-03-16,257635,0.001802
inst_bondia,2026-03-23,258202,0.0022
inst_bondia,2026-03-30,258557,0.001373
inst_bondia,2026-04-06,258966,0.00158
inst_bondia,2026-04-13,259506,0.002087
inst_bondia,2026-04-20,259943,0.001685
inst_bondia,2026-04-27,260407,0.001785
inst_bondia,2026-05-04,260801,0.001512
inst_bondia,2026-05-11,261180,0.001455
inst_bondia,2026-05-18,261583,0.001544
inst_bondia,2026-05-25,261934,0.001344
inst_bondia,2026-06-01,262393,0.001751
inst_bondia,2026-06-08,262776,0.001461
inst_bondia,2026-06-15,263303,0.002007
inst_bondia,2026-06-22,263734,0.001637
inst_bondia,2026-06-29,264344,0.002313
inst_bondia,2026-07-06,265026,0.002581
inst_bondia,2026-07-13,265412,0.001458
inst_bondia,2026-07-20,265766,0.001335
inst_bondia,2026-07-27,266267,0.001887
inst_bondia,2026-08-03,266774,0.001903
inst_bondia,2026-08-10,266975,0.000753
inst_bondia,2026-08-17,267693,0.002689
inst_bondia,2026-08-24,268129,0.001628
inst_bondia,2026-08-31,268504,0.001398
inst_bondia,2026-09-07,269074,0.002123
inst_bondia,2026-09-14,269553,0.00178
inst_pagare_28,2025-09-15,100000,0
inst_pagare_28,2025-09-22,100136,0.001362
inst_pagare_28,2025-09-29,100289,0.001524
inst_pagare_28,2025-10-06,100456,0.001664
inst_pagare_28,2025-10-13,100593,0.001362
inst_pagare_28,2025-10-20,100746,0.001518
inst_pagare_28,2025-10-27,100887,0.001398
inst_pagare_28,2025-11-03,101039,0.001507
inst_pagare_28,2025-11-10,101194,0.001531
inst_pagare_28,2025-11-17,101333,0.001378
inst_pagare_28,2025-11-24,101479,0.001444
inst_pagare_28,2025-12-01,101634,0.001529
inst_pagare_28,2025-12-08,101811,0.00174
inst_pagare_28,2025-12-15,101922,0.001091
inst_pagare_28,2025-12-22,102074,0.001495
inst_pagare_28,2025-12-29,102226,0.001493
inst_pagare_28,2026-01-05,102380,0.001505
inst_pagare_28,2026-01-12,102527,0.001439
inst_pagare_28,2026-01-19,102686,0.001548
inst_pagare_28,2026-01-26,102844,0.00154
inst_pagare_28,2026-02-02,102987,0.001392
inst_pagare_28,2026-02-09,103125,0.001343
inst_pagare_28,2026-02-16,103263,0.001342
inst_pagare_28,2026-02-23,103418,0.001506
inst_pagare_28,2026-03-02,103576,0.001532
inst_pagare_28,2026-03-09,103723,0.00142
inst_pagare_28,2026-03-16,103857,0.001288
inst_pagare_28,2026-03-23,104007,0.00144
inst_pagare_28,2026-03-30,104137,0.001254
inst_pagare_28,2026-04-06,104305,0.001609
inst_pagare_28,2026-04-13,104452,0.001408
inst_pagare_28,2026-04-20,104599,0.001408
inst_pagare_28,2026-04-27,104777,0.001703
inst_pagare_28,2026-05-04,104920,0.001361
inst_pagare_28,2026-05-11,105054,0.001275
inst_pagare_28,2026-05-18,105222,0.001601
inst_pagare_28,2026-05-25,105360,0.001311
inst_pagare_28,2026-06-01,105507,0.001399
inst_pagare_28,2026-06-08,105652,0.00137
inst_pagare_28,2026-06-15,105800,0.001405
inst_pagare_28,2026-06-22,105961,0.00152
inst_pagare_28,2026-06-29,106110,0.001403
inst_pagare_28,2026-07-06,106256,0.001375
inst_pagare_28,2026-07-13,106400,0.001357
inst_pagare_28,2026-07-20,106551,0.001416
inst_pagare_28,2026-07-27,106702,0.001417
inst_pagare_28,2026-08-03,106878,0.001646
inst_pagare_28,2026-08-10,107035,0.001466
inst_pagare_28,2026-08-17,107181,0.001366
inst_pagare_28,2026-08-24,107326,0.001354
inst_pagare_28,2026-08-31,107485,0.001483
inst_pagare_28,2026-09-07,107633,0.001373
inst_pagare_28,2026-09-14,107763,0.001207
inst_pagare_180,2025-09-15,100000,0
inst_pagare_180,2025-09-22,100174,0.001741
inst_pagare_180,2025-09-29,100353,0.001783
inst_pagare_180,2025-10-06,100533,0.001792
inst_pagare_180,2025-10-13,100712,0.001784
inst_pagare_180,2025-10-20,100875,0.001621
inst_pagare_180,2025-10-27,101041,0.001644
inst_pagare_180,2025-11-03,101260,0.002163
inst_pagare_180,2025-11-10,101438,0.001759
inst_pagare_180,2025-11-17,101612,0.001718
inst_pagare_180,2025-11-24,101793,0.001783
inst_pagare_180,2025-12-01,101957,0.001615
inst_pagare_180,2025-12-08,102114,0.001544
inst_pagare_180,2025-12-15,102298,0.001799
inst_pagare_180,2025-12-22,102429,0.001277
inst_pagare_180,2025-12-29,102626,0.00192
inst_pagare_180,2026-01-05,102769,0.001396
inst_pagare_180,2026-01-12,102931,0.001573
inst_pagare_180,2026-01-19,103119,0.00183
inst_pagare_180,2026-01-26,103282,0.001585
inst_pagare_180,2026-02-02,103444,0.001571
inst_pagare_180,2026-02-09,103644,0.001934
inst_pagare_180,2026-02-16,103805,0.001552
inst_pagare_180,2026-02-23,104003,0.001908
inst_pagare_180,2026-03-02,104198,0.001877
inst_pagare_180,2026-03-09,104405,0.001983
inst_pagare_180,2026-03-16,104551,0.001403
inst_pagare_180,2026-03-23,104694,0.001366
inst_pagare_180,2026-03-30,104867,0.001652
inst_pagare_180,2026-04-06,105026,0.001518
inst_pagare_180,2026-04-13,105146,0.001145
inst_pagare_180,2026-04-20,105306,0.001526
inst_pagare_180,2026-04-27,105469,0.001551
inst_pagare_180,2026-05-04,105669,0.001892
inst_pagare_180,2026-05-11,105875,0.001948
inst_pagare_180,2026-05-18,106038,0.001543
inst_pagare_180,2026-05-25,106242,0.001922
inst_pagare_180,2026-06-01,106407,0.001557
inst_pagare_180,2026-06-08,106555,0.001388
inst_pagare_180,2026-06-15,106752,0.001845
inst_pagare_180,2026-06-22,106943,0.001791
inst_pagare_180,2026-06-29,107144,0.001879
inst_pagare_180,2026-07-06,107321,0.001654
inst_pagare_180,2026-07-13,107512,0.001782
inst_pagare_180,2026-07-20,107640,0.001189
inst_pagare_180,2026-07-27,107806,0.001542
inst_pagare_180,2026-08-03,107998,0.001778
inst_pagare_180,2026-08-10,108166,0.001553
inst_pagare_180,2026-08-17,108332,0.001533
inst_pagare_180,2026-08-24,108540,0.001924
inst_pagare_180,2026-08-31,108743,0.001868
inst_pagare_180,2026-09-07,108887,0.001328
inst_pagare_180,2026-09-14,109078,0.001755
inst_fondo_corto,2025-09-15,187400,0
inst_fondo_corto,2025-09-22,187862,0.002464
inst_fondo_corto,2025-09-29,188273,0.002188
inst_fondo_corto,2025-10-06,188438,0.000877
inst_fondo_corto,2025-10-13,188696,0.001372
inst_fondo_corto,2025-10-20,189189,0.002612
inst_fondo_corto,2025-10-27,189872,0.003612
inst_fondo_corto,2025-11-03,189954,0.000434
inst_fondo_corto,2025-11-10,190354,0.002108
inst_fondo_corto,2025-11-17,190660,0.001609
inst_fondo_corto,2025-11-24,190889,0.001203
inst_fondo_corto,2025-12-01,191232,0.001798
inst_fondo_corto,2025-12-08,191574,0.001787
inst_fondo_corto,2025-12-15,192027,0.002365
inst_fondo_corto,2025-12-22,192340,0.001631
inst_fondo_corto,2025-12-29,192998,0.00342
inst_fondo_corto,2026-01-05,192867,-0.000679
inst_fondo_corto,2026-01-12,193174,0.00159
inst_fondo_corto,2026-01-19,193460,0.001482
inst_fondo_corto,2026-01-26,193416,-0.000229
inst_fondo_corto,2026-02-02,193826,0.002118
inst_fondo_corto,2026-02-09,194177,0.00181
inst_fondo_corto,2026-02-16,194591,0.002133
inst_fondo_corto,2026-02-23,194703,0.000578
inst_fondo_corto,2026-03-02,195011,0.001584
inst_fondo_corto,2026-03-09,195382,0.001903
inst_fondo_corto,2026-03-16,195660,0.001422
inst_fondo_corto,2026-03-23,196077,0.002132
inst_fondo_corto,2026-03-30,196397,0.001634
inst_fondo_corto,2026-04-06,196918,0.002654
inst_fondo_corto,2026-04-13,197096,0.000905
inst_fondo_corto,2026-04-20,197444,0.001764
inst_fondo_corto,2026-04-27,197902,0.002322
inst_fondo_corto,2026-05-04,198579,0.003421
inst_fondo_corto,2026-05-11,198761,0.000915
inst_fondo_corto,2026-05-18,199045,0.00143
inst_fondo_corto,2026-05-25,199615,0.002863
inst_fondo_corto,2026-06-01,200043,0.002142
inst_fondo_corto,2026-06-08,200262,0.001093
inst_fondo_corto,2026-06-15,200551,0.001441
inst_fondo_corto,2026-06-22,201106,0.002766
inst_fondo_corto,2026-06-29,201425,0.001588
inst_fondo_corto,2026-07-06,201828,0.002
inst_fondo_corto,2026-07-13,202205,0.001868
inst_fondo_corto,2026-07-20,202336,0.00065
inst_fondo_corto,2026-07-27,202681,0.001705
inst_fondo_corto,2026-08-03,202871,0.000939
inst_fondo_corto,2026-08-10,203018,0.000725
inst_fondo_corto,2026-08-17,203352,0.001644
inst_fondo_corto,2026-08-24,203488,0.000668
inst_fondo_corto,2026-08-31,204086,0.002936
inst_fondo_corto,2026-09-07,204651,0.00277
inst_fondo_corto,2026-09-14,205029,0.001846
inst_fondo_medio,2025-09-15,312900,0
inst_fondo_medio,2025-09-22,313522,0.001988
inst_fondo_medio,2025-09-29,315450,0.00615
inst_fondo_medio,2025-10-06,314018,-0.004538
inst_fondo_medio,2025-10-13,313879,-0.000442
inst_fondo_medio,2025-10-20,315211,0.004242
inst_fondo_medio,2025-10-27,315827,0.001953
inst_fondo_medio,2025-11-03,317320,0.004727
inst_fondo_medio,2025-11-10,315192,-0.006708
inst_fondo_medio,2025-11-17,316310,0.003546
inst_fondo_medio,2025-11-24,315912,-0.001257
inst_fondo_medio,2025-12-01,314720,-0.003774
inst_fondo_medio,2025-12-08,314432,-0.000915
inst_fondo_medio,2025-12-15,315580,0.003652
inst_fondo_medio,2025-12-22,316730,0.003644
inst_fondo_medio,2025-12-29,315429,-0.004108
inst_fondo_medio,2026-01-05,313620,-0.005735
inst_fondo_medio,2026-01-12,313968,0.001111
inst_fondo_medio,2026-01-19,314492,0.001668
inst_fondo_medio,2026-01-26,316580,0.006639
inst_fondo_medio,2026-02-02,318186,0.005075
inst_fondo_medio,2026-02-09,319172,0.0031
inst_fondo_medio,2026-02-16,319670,0.00156
inst_fondo_medio,2026-02-23,319403,-0.000836
inst_fondo_medio,2026-03-02,321579,0.006812
inst_fondo_medio,2026-03-09,320659,-0.002861
inst_fondo_medio,2026-03-16,320854,0.000609
inst_fondo_medio,2026-03-23,320866,0.000036
inst_fondo_medio,2026-03-30,322240,0.004283
inst_fondo_medio,2026-04-06,326619,0.01359
inst_fondo_medio,2026-04-13,327723,0.00338
inst_fondo_medio,2026-04-20,329261,0.004693
inst_fondo_medio,2026-04-27,330306,0.003174
inst_fondo_medio,2026-05-04,330601,0.000892
inst_fondo_medio,2026-05-11,331032,0.001303
inst_fondo_medio,2026-05-18,334050,0.009117
inst_fondo_medio,2026-05-25,336136,0.006243
inst_fondo_medio,2026-06-01,336459,0.000962
inst_fondo_medio,2026-06-08,337667,0.003592
inst_fondo_medio,2026-06-15,337498,-0.0005
inst_fondo_medio,2026-06-22,335325,-0.006437
inst_fondo_medio,2026-06-29,333771,-0.004636
inst_fondo_medio,2026-07-06,335430,0.004969
inst_fondo_medio,2026-07-13,335919,0.001458
inst_fondo_medio,2026-07-20,335364,-0.001653
inst_fondo_medio,2026-07-27,334425,-0.002801
inst_fondo_medio,2026-08-03,335569,0.00342
inst_fondo_medio,2026-08-10,338095,0.007527
inst_fondo_medio,2026-08-17,338253,0.000468
inst_fondo_medio,2026-08-24,339501,0.00369
inst_fondo_medio,2026-08-31,338515,-0.002903
inst_fondo_medio,2026-09-07,339358,0.00249
inst_fondo_medio,2026-09-14,339499,0.000416
inst_deuda_corp,2025-09-15,100000,0
inst_deuda_corp,2025-09-22,100703,0.007035
inst_deuda_corp,2025-09-29,100868,0.001634
inst_deuda_corp,2025-10-06,100827,-0.000404
inst_deuda_corp,2025-10-13,101014,0.001857
inst_deuda_corp,2025-10-20,100727,-0.002839
inst_deuda_corp,2025-10-27,100546,-0.001796
inst_deuda_corp,2025-11-03,100442,-0.001038
inst_deuda_corp,2025-11-10,100976,0.005313
inst_deuda_corp,2025-11-17,101552,0.005704
inst_deuda_corp,2025-11-24,101747,0.001921
inst_deuda_corp,2025-12-01,102319,0.005618
inst_deuda_corp,2025-12-08,102686,0.00359
inst_deuda_corp,2025-12-15,102748,0.000608
inst_deuda_corp,2025-12-22,103380,0.006155
inst_deuda_corp,2025-12-29,103172,-0.002007
inst_deuda_corp,2026-01-05,102346,-0.00801
inst_deuda_corp,2026-01-12,102413,0.000651
inst_deuda_corp,2026-01-19,102940,0.005145
inst_deuda_corp,2026-01-26,102927,-0.000127
inst_deuda_corp,2026-02-02,102961,0.000328
inst_deuda_corp,2026-02-09,103653,0.006724
inst_deuda_corp,2026-02-16,103890,0.002288
inst_deuda_corp,2026-02-23,103916,0.000254
inst_deuda_corp,2026-03-02,104390,0.004559
inst_deuda_corp,2026-03-09,105470,0.010344
inst_deuda_corp,2026-03-16,106106,0.00603
inst_deuda_corp,2026-03-23,105516,-0.005557
inst_deuda_corp,2026-03-30,104860,-0.006218
inst_deuda_corp,2026-04-06,104838,-0.000213
inst_deuda_corp,2026-04-13,105292,0.004333
inst_deuda_corp,2026-04-20,105198,-0.000896
inst_deuda_corp,2026-04-27,105817,0.005888
inst_deuda_corp,2026-05-04,105808,-0.000082
inst_deuda_corp,2026-05-11,106365,0.005263
inst_deuda_corp,2026-05-18,105551,-0.00765
inst_deuda_corp,2026-05-25,105961,0.003882
inst_deuda_corp,2026-06-01,105891,-0.000664
inst_deuda_corp,2026-06-08,106511,0.005857
inst_deuda_corp,2026-06-15,106191,-0.003001
inst_deuda_corp,2026-06-22,106297,0.000997
inst_deuda_corp,2026-06-29,107226,0.008744
inst_deuda_corp,2026-07-06,107440,0.001993
inst_deuda_corp,2026-07-13,107677,0.002203
inst_deuda_corp,2026-07-20,108936,0.01169
inst_deuda_corp,2026-07-27,109315,0.003478
inst_deuda_corp,2026-08-03,109109,-0.001883
inst_deuda_corp,2026-08-10,109054,-0.000503
inst_deuda_corp,2026-08-17,109900,0.007759
inst_deuda_corp,2026-08-24,110384,0.004407
inst_deuda_corp,2026-08-31,110972,0.005331
inst_deuda_corp,2026-09-07,111074,0.000923
inst_deuda_corp,2026-09-14,111584,0.004594
inst_fondo_rv_nal,2025-09-15,428600,0
inst_fondo_rv_nal,2025-09-22,416547,-0.028121
inst_fondo_rv_nal,2025-09-29,430302,0.033022
inst_fondo_rv_nal,2025-10-06,433483,0.007391
inst_fondo_rv_nal,2025-10-13,438469,0.011502
inst_fondo_rv_nal,2025-10-20,437071,-0.003189
inst_fondo_rv_nal,2025-10-27,437138,0.000153
inst_fondo_rv_nal,2025-11-03,430624,-0.014903
inst_fondo_rv_nal,2025-11-10,443956,0.03096
inst_fondo_rv_nal,2025-11-17,438475,-0.012346
inst_fondo_rv_nal,2025-11-24,429542,-0.020373
inst_fondo_rv_nal,2025-12-01,411709,-0.041516
inst_fondo_rv_nal,2025-12-08,416171,0.010837
inst_fondo_rv_nal,2025-12-15,421352,0.01245
inst_fondo_rv_nal,2025-12-22,406403,-0.035479
inst_fondo_rv_nal,2025-12-29,394528,-0.029219
inst_fondo_rv_nal,2026-01-05,395662,0.002875
inst_fondo_rv_nal,2026-01-12,395203,-0.00116
inst_fondo_rv_nal,2026-01-19,394514,-0.001742
inst_fondo_rv_nal,2026-01-26,392715,-0.004561
inst_fondo_rv_nal,2026-02-02,400077,0.018746
inst_fondo_rv_nal,2026-02-09,400613,0.001341
inst_fondo_rv_nal,2026-02-16,405915,0.013236
inst_fondo_rv_nal,2026-02-23,401576,-0.010688
inst_fondo_rv_nal,2026-03-02,407652,0.01513
inst_fondo_rv_nal,2026-03-09,418061,0.025534
inst_fondo_rv_nal,2026-03-16,434104,0.038374
inst_fondo_rv_nal,2026-03-23,429606,-0.010362
inst_fondo_rv_nal,2026-03-30,450224,0.047994
inst_fondo_rv_nal,2026-04-06,453213,0.006638
inst_fondo_rv_nal,2026-04-13,470263,0.037621
inst_fondo_rv_nal,2026-04-20,457193,-0.027792
inst_fondo_rv_nal,2026-04-27,459246,0.004491
inst_fondo_rv_nal,2026-05-04,461116,0.004073
inst_fondo_rv_nal,2026-05-11,461407,0.000632
inst_fondo_rv_nal,2026-05-18,451849,-0.020715
inst_fondo_rv_nal,2026-05-25,468990,0.037934
inst_fondo_rv_nal,2026-06-01,487432,0.039324
inst_fondo_rv_nal,2026-06-08,480624,-0.013967
inst_fondo_rv_nal,2026-06-15,489444,0.01835
inst_fondo_rv_nal,2026-06-22,495598,0.012573
inst_fondo_rv_nal,2026-06-29,511950,0.032994
inst_fondo_rv_nal,2026-07-06,505816,-0.011982
inst_fondo_rv_nal,2026-07-13,506069,0.0005
inst_fondo_rv_nal,2026-07-20,485089,-0.041457
inst_fondo_rv_nal,2026-07-27,471068,-0.028904
inst_fondo_rv_nal,2026-08-03,465166,-0.012529
inst_fondo_rv_nal,2026-08-10,478886,0.029494
inst_fondo_rv_nal,2026-08-17,482163,0.006843
inst_fondo_rv_nal,2026-08-24,471495,-0.022124
inst_fondo_rv_nal,2026-08-31,491699,0.04285
inst_fondo_rv_nal,2026-09-07,511424,0.040116
inst_fondo_rv_nal,2026-09-14,523263,0.02315
inst_fondo_rv_glo,2025-09-15,519300,0
inst_fondo_rv_glo,2025-09-22,508752,-0.020312
inst_fondo_rv_glo,2025-09-29,500922,-0.015392
inst_fondo_rv_glo,2025-10-06,478753,-0.044256
inst_fondo_rv_glo,2025-10-13,477422,-0.002781
inst_fondo_rv_glo,2025-10-20,471851,-0.011669
inst_fondo_rv_glo,2025-10-27,476463,0.009775
inst_fondo_rv_glo,2025-11-03,474805,-0.003479
inst_fondo_rv_glo,2025-11-10,484570,0.020566
inst_fondo_rv_glo,2025-11-17,493534,0.0185
inst_fondo_rv_glo,2025-11-24,473162,-0.041278
inst_fondo_rv_glo,2025-12-01,487398,0.030087
inst_fondo_rv_glo,2025-12-08,474996,-0.025444
inst_fondo_rv_glo,2025-12-15,474484,-0.001077
inst_fondo_rv_glo,2025-12-22,476433,0.004108
inst_fondo_rv_glo,2025-12-29,495924,0.040909
inst_fondo_rv_glo,2026-01-05,494755,-0.002358
inst_fondo_rv_glo,2026-01-12,488563,-0.012515
inst_fondo_rv_glo,2026-01-19,477917,-0.02179
inst_fondo_rv_glo,2026-01-26,477897,-0.000042
inst_fondo_rv_glo,2026-02-02,474172,-0.007795
inst_fondo_rv_glo,2026-02-09,484923,0.022673
inst_fondo_rv_glo,2026-02-16,492829,0.016303
inst_fondo_rv_glo,2026-02-23,490771,-0.004176
inst_fondo_rv_glo,2026-03-02,490028,-0.001513
inst_fondo_rv_glo,2026-03-09,493514,0.007113
inst_fondo_rv_glo,2026-03-16,490096,-0.006926
inst_fondo_rv_glo,2026-03-23,504077,0.028528
inst_fondo_rv_glo,2026-03-30,489160,-0.029593
inst_fondo_rv_glo,2026-04-06,486228,-0.005994
inst_fondo_rv_glo,2026-04-13,478002,-0.016917
inst_fondo_rv_glo,2026-04-20,485353,0.015378
